td_target,nstep_return,run_0
71.78564,50.43949,73.5
74.05216,52.81605,73.0
74.14777,52.911663,73.0
74.2027,52.966583,73.5
74.26869,53.032578,73.0
69.46928,48.0131,73.0
69.55535,48.099174,73.0
69.62575,48.279602,73.0
69.91033,48.56419,73.0
71.512856,50.386776,73.0
71.794525,50.66845,73.0
72.155655,51.02958,72.5
72.5561,51.43002,73.0
72.694,51.34786,73.0
72.6117,51.265556,72.5
72.57171,51.225563,73.0
72.52961,51.183468,72.5
75.12,53.66383,72.5
75.25835,53.80217,73.0
75.38194,53.92577,72.0
75.51205,54.055874,72.0
75.1866,53.840458,73.0
75.12945,53.783306,73.0
75.03467,53.688522,72.5
74.91132,53.56518,72.5
70.46588,49.22977,72.5
70.72481,49.378666,72.5
70.88154,49.535397,73.0
70.93111,49.584965,73.0
71.718285,50.482174,73.0
71.79603,50.559917,72.5
71.91402,50.677902,72.5
72.03821,50.802097,73.0
74.28499,53.04888,73.0
74.302155,53.066044,73.5
74.335434,53.099323,73.5
74.37046,53.13435,73.0
70.257034,48.910892,73.0
70.649445,49.303303,72.0
71.06634,49.720192,73.0
71.471176,50.12503,73.0
72.987305,51.86123,72.0
73.40095,52.274868,73.0
73.82588,52.699806,73.0
74.33625,53.10014,73.0
72.51203,51.16589,73.0
72.44037,51.094223,73.0
72.36493,51.018784,72.5
72.317375,50.97123,73.0
75.649,54.19283,72.5
75.79316,54.336987,73.5
75.84567,54.389496,73.0
75.90095,54.44477,73.0
74.781494,53.43535,73.0
74.64483,53.298683,73.0
74.39093,53.154823,72.5
74.2395,53.003395,73.0
70.92123,49.575085,72.5
70.851814,49.505672,73.0
70.908005,49.45183,73.0
70.826256,49.370083,72.5
72.36581,51.129696,73.0
72.66853,51.432423,73.5
72.94789,51.711784,72.5
73.05615,51.93007,73.5
74.40733,53.171227,72.5
74.44615,53.210037,73.0
74.48701,53.250896,73.0
74.530014,53.293903,73.0
71.75391,50.51779,73.0
72.1356,50.899487,72.5
72.51808,51.28197,72.5
73.02487,51.678726,72.0
74.70378,53.467667,73.0
75.05632,53.820206,74.0
75.22212,53.986008,72.5
75.29758,54.061462,73.5
72.3032,50.957058,73.5
72.327324,50.98118,73.0
72.36535,51.019207,73.0
72.41583,51.069687,72.5
75.95913,54.502953,73.0
76.02037,54.564194,73.0
76.04352,54.587345,73.0
76.06789,54.611713,73.0
74.03086,52.79475,73.0
73.81123,52.575127,73.0
73.580055,52.343945,73.0
73.3367,52.100594,73.5
70.62668,49.280533,72.5
70.542725,49.196583,72.5
70.48488,49.138737,73.0
70.46807,49.121925,73.0
73.36554,52.129425,73.5
73.55168,52.31557,73.0
73.732414,52.496304,73.0
73.92265,52.686546,72.5
74.57529,53.339172,73.0
74.497696,53.371613,73.5
74.63661,53.400497,73.5
74.67992,53.4438,73.5
73.451035,52.10489,72.5
73.89963,52.553482,72.5
74.32658,52.980434,72.5
74.727776,53.381634,72.5
75.39755,54.05141,73.0
75.34722,54.00108,73.0
75.305885,53.959743,73.0
75.24004,53.8939,72.5
72.47682,51.130676,72.5
72.541016,51.194874,72.5
72.61349,51.267345,73.0
72.65862,51.312477,72.5
76.093544,54.637367,73.5
76.120544,54.664368,73.0
76.148964,54.69279,73.0
76.17889,54.72271,73.0
72.97051,51.844433,72.5
72.70087,51.57479,73.0
72.78955,51.66347,73.0
73.0146,51.778492,73.0
70.45037,49.10423,72.5
70.37159,49.025444,72.5
70.278206,48.932064,72.5
70.167274,48.821133,72.5
74.07103,52.834915,73.5
74.176125,52.940014,73.0
74.2375,53.001396,72.5
74.25843,53.02232,73.0
