td_target,nstep_return,run_0
73.15036,51.804214,74.0
73.262115,51.915974,73.5
73.329895,51.98375,73.5
75.28113,53.934986,74.0
75.39205,54.045906,74.5
75.52177,54.175625,74.0
71.01463,49.66849,74.0
74.69402,53.347878,74.0
74.606186,53.260044,74.0
74.39723,53.161125,74.0
74.28619,53.050076,74.5
76.01406,54.66792,74.0
76.004234,54.658092,74.5
75.94433,54.598186,74.5
75.87718,54.531036,74.5
74.01987,52.893787,74.5
69.45468,48.218567,74.0
69.098236,47.862125,74.0
68.71913,47.48302,74.0
74.17903,52.942917,74.5
74.32028,53.084175,74.0
74.54976,53.203617,74.0
74.67607,53.329926,73.5
74.07092,52.834816,74.0
74.13029,52.894176,74.0
74.1564,52.920288,74.0
74.17948,52.94337,73.5
72.77968,51.6536,73.5
72.86999,51.743908,74.5
72.99347,51.86739,74.0
73.12324,51.997158,73.5
73.400536,52.054394,74.0
73.50231,52.15617,73.5
73.6655,52.319355,73.5
73.90709,52.560944,74.5
70.82445,49.478302,74.0
70.595604,49.249462,74.5
70.341194,48.99505,74.0
70.10697,48.76083,74.5
