td_target,nstep_return,run_0
35.83593,14.269722,19.375
33.280777,11.384475,25.875
33.62081,11.724511,25.75
33.977383,12.081082,25.375
34.17614,12.2798395,25.125
10.597659,10.597659,18.125
10.247841,10.247841,19.125
9.930879,9.930879,16.25
9.519712,9.519712,16.5
36.23106,14.664854,21.0
36.371353,14.805146,20.75
36.476364,14.910159,21.0
36.506382,14.940176,20.375
8.909125,8.909125,24.5
8.571816,8.571816,22.875
8.137685,8.137685,21.75
7.6489625,7.6489625,22.125
29.026688,7.460482,21.375
29.08158,7.4053416,23.125
28.974146,7.2979083,23.5
28.946115,7.269879,24.0
15.221447,15.221447,16.25
14.393665,14.393665,15.125
13.512663,13.512663,13.75
12.529994,12.529994,16.0
14.579574,14.579574,21.125
14.16372,14.16372,20.875
13.681043,13.681043,20.125
13.098501,13.098501,20.875
36.02946,14.463256,19.0
36.16227,14.596063,19.375
36.329605,14.763398,19.0
36.86106,15.294857,15.9375
34.365387,12.579116,24.125
34.569057,12.782787,25.375
34.964436,13.178165,25.375
35.422295,13.636024,24.875
9.17076,9.17076,15.75
8.618435,8.618435,18.0
7.998881,7.998881,16.25
6.502645,6.502645,14.9375
36.462967,14.896761,19.875
36.32719,14.760983,20.0
36.162758,14.59655,19.125
36.013577,14.44737,20.25
7.0585184,7.0585184,22.0
6.541958,6.541958,21.875
6.009154,6.009154,20.5
5.4055142,5.4055142,22.0
28.899132,7.2228956,22.75
28.888124,7.211888,22.75
28.858484,7.182247,22.125
28.836107,7.15987,21.625
11.4409,11.4409,12.125
10.252211,10.252211,11.75
8.968094,8.968094,13.8125
7.0519743,7.0519743,13.75
12.50867,12.50867,20.75
11.873164,11.873164,18.875
11.173375,11.173375,20.125
10.4094,10.4094,19.0
37.378864,15.812657,18.625
37.975296,16.409088,19.125
17.414194,17.414194,16.125
17.032831,17.032831,17.625
35.977844,14.191574,25.0
36.467087,14.680816,25.25
36.83268,15.046408,25.375
37.20787,15.4216,25.125
4.8869195,4.8869195,15.5625
3.0543566,3.0543566,15.5625
2.604972,2.604972,15.9375
2.2458353,2.2458353,15.9375
35.863968,14.297762,19.125
35.68872,14.122515,19.75
35.53135,13.965145,19.125
35.315678,13.749471,19.625
4.8434668,4.8434668,21.625
3.9309254,3.9309254,20.375
3.0501726,3.0501726,19.0
1.8265978,1.8265978,22.125
29.002785,7.2165146,23.5
28.981846,7.1955757,20.875
29.051983,7.2657137,20.125
29.04084,7.2545695,22.5
5.0262833,5.0262833,9.25
2.9478793,2.9478793,11.3125
2.6276748,2.6276748,12.6875
2.5115917,2.5115917,10.75
9.535817,9.535817,20.625
8.55027,8.55027,18.375
7.510837,7.510837,18.0
5.9539175,5.9539175,18.0
16.495047,16.495047,17.125
15.858034,15.858034,19.25
15.186713,15.186713,16.375
14.439533,14.439533,16.125
37.52929,15.743018,24.75
37.882355,16.096083,24.75
38.100193,16.313923,25.625
38.286636,16.500366,24.625
1.7046593,1.7046593,16.0
1.4735829,1.4735829,15.5
1.4887366,1.4887366,12.625
1.5391953,1.5391953,14.75
35.093586,13.527381,19.125
34.8069,13.240692,16.625
34.53613,12.969924,17.875
34.83852,13.162282,19.25
1.8611714,1.8611714,19.75
1.6708375,1.6708375,19.625
1.7104881,1.7104881,20.375
1.8517348,1.8517348,18.25
29.064781,7.27851,22.75
29.164095,7.267794,23.0
31.927235,10.030934,23.125
33.266586,11.370287,21.625
2.3524387,2.3524387,11.0
1.9853806,1.9853806,10.9375
1.8661312,1.8661312,11.125
2.4229615,2.4229615,12.375
4.2240705,4.2240705,17.75
2.440687,2.440687,17.625
2.2205932,2.2205932,14.4375
1.5719088,1.5719088,18.0
