td_target,nstep_return,run_0
73.315186,52.959328,71.5
73.09758,52.631687,70.5
72.69629,52.450462,70.0
72.27734,52.14155,69.5
74.03366,53.56777,71.0
73.986885,53.631027,71.0
74.31495,54.28919,74.0
74.20746,54.071663,73.5
75.09108,54.515156,76.5
75.07504,54.60915,77.0
73.188095,53.16233,71.0
73.0505,53.02474,69.5
73.9481,53.48221,72.0
73.60585,53.24999,71.5
73.028206,52.672348,71.0
73.10541,52.74955,71.5
72.787506,52.321617,70.0
72.39697,52.04111,69.0
71.87256,51.846794,69.0
71.613335,51.58757,69.5
74.068146,53.71229,71.5
74.18547,53.829617,72.5
73.98647,53.850677,73.0
73.73123,53.595436,71.5
75.09506,54.62917,77.0
74.88672,54.640896,77.0
72.90394,52.878174,69.5
73.02458,52.888786,69.5
73.4061,53.050236,70.5
73.20795,52.85209,70.5
73.13872,52.782856,71.5
73.161514,52.80566,71.5
72.25185,51.785954,68.0
71.95485,51.598995,68.0
71.70495,51.679188,70.0
71.82998,51.804214,70.5
74.29085,53.934986,72.5
74.401764,54.045906,73.5
73.593704,53.347878,71.5
73.395836,53.260044,71.5
74.91374,54.66792,77.0
74.903915,54.658092,76.5
73.13962,52.893787,69.5
68.574425,48.218567,69.5
73.408806,52.942917,71.0
73.660095,53.084175,72.0
73.08064,52.834816,71.5
73.25003,52.894176,72.0
72.00946,51.6536,68.5
72.09976,51.743908,69.0
71.941734,51.915974,71.0
72.119545,51.98375,71.5
74.42145,54.175625,74.0
70.02435,49.66849,74.0
73.29692,53.161125,71.0
73.2959,53.050076,70.5
74.95404,54.598186,76.5
74.996925,54.531036,76.0
68.107956,47.862125,68.5
67.72885,47.48302,69.0
73.66951,53.203617,72.0
73.905846,53.329926,72.5
73.166115,52.920288,72.0
73.07916,52.94337,71.5
72.22325,51.86739,69.0
72.35301,51.997158,69.5
72.080154,52.054394,71.5
72.18193,52.15617,72.0
69.6141,49.478302,74.5
69.605316,49.249462,74.5
73.07107,52.935276,70.5
73.085434,53.059673,71.0
74.9346,54.468716,75.5
74.77513,54.419277,75.0
