sample_idx,prediction,reward,td_target,return
111,11.625000,1.717301,9.949576,9.949576
112,11.062500,0.842385,6.334301,3.363446
113,11.500000,0.878516,8.281566,5.090647
114,15.562500,1.481436,17.888746,14.794106
115,15.375000,1.462944,18.109314,14.973413
116,13.812500,0.914483,10.020187,6.732991
117,13.937500,0.858371,10.270941,6.956236
118,14.625000,1.621292,17.816399,14.708004
119,14.312500,1.597921,17.928427,14.847540
120,12.625000,2.123334,11.247013,11.247013
121,11.625000,2.291503,10.535454,10.535454
122,14.312500,1.036425,5.839183,5.839183
123,14.187500,1.089020,5.294793,5.294793
124,12.687500,1.399446,17.625420,14.695827
125,12.437500,1.528971,17.872814,14.984483
126,11.250000,1.486378,9.471642,9.471642
127,10.750000,1.495813,8.866758,8.866758
128,11.812500,0.890099,9.517086,6.298660
129,12.812500,0.896951,10.486687,7.268261
130,14.750000,1.511563,18.335812,15.144894
131,14.812500,1.468863,18.509779,15.318860
132,14.062500,0.891775,10.451564,7.205630
133,13.937500,0.871010,10.655355,7.409422
134,14.312500,2.241147,18.510639,15.388492
135,13.875000,2.176969,19.044098,15.921950
136,11.125000,2.329481,9.659778,9.659778
137,10.437500,2.388015,8.798431,8.798431
138,14.250000,0.980319,4.890690,4.890690
139,14.125000,1.091848,3.965615,3.965615
140,12.250000,1.428846,18.180290,15.209435
141,12.250000,1.464985,18.398417,15.427562
142,10.500000,1.574401,8.203219,8.203219
143,10.312500,1.628827,7.528796,7.528796
144,13.250000,0.778786,11.177149,7.986230
145,14.125000,0.951208,11.868082,8.677164
146,15.000000,1.536114,18.703131,15.512212
147,14.500000,1.579418,18.980614,15.748434
148,14.250000,0.838314,10.864445,7.618511
149,13.937500,0.835136,11.047117,7.814937
150,13.625000,2.166365,19.555767,16.474880
151,13.875000,3.011431,17.378975,17.378975
152,10.125000,3.046461,7.914032,7.914032
153,9.062500,2.901933,6.975439,6.975439
154,14.000000,1.091694,3.194815,3.194815
155,14.125000,1.168671,1.988465,1.988465
156,12.812500,1.409206,18.576559,15.633212
157,12.687500,1.424877,18.755302,15.743186
158,10.250000,1.763847,6.661396,6.661396
159,9.875000,1.841886,5.806860,5.806860
160,14.312500,0.932574,12.280327,9.089409
161,14.562500,1.088801,12.683215,9.519805
162,14.187500,1.609220,19.207533,15.961599
163,14.562500,1.643507,19.426750,16.167063
164,14.125000,0.808309,11.153202,7.893514
165,14.062500,1.201849,11.466231,8.179035
166,12.937500,2.584799,16.991657,16.991657
167,12.250000,2.188637,16.574301,16.574301
168,8.625000,2.792397,5.468690,5.468690
169,8.187500,2.710652,3.934232,3.934232
170,13.437500,1.196025,1.523531,1.523531
171,13.437500,1.320476,1.492325,1.492325
172,12.562500,1.430422,18.821213,15.850358
173,12.375000,1.470395,18.925459,15.927095
174,9.625000,1.898560,4.968135,4.968135
175,9.375000,1.821968,3.870011,3.870011
176,14.687500,1.015459,12.912207,9.803812
177,14.437500,0.854854,13.089649,9.967501
178,14.312500,1.667243,19.675323,16.346867
179,14.125000,1.697122,19.827141,16.526190
180,13.750000,1.173161,11.727845,8.440649
181,13.375000,1.178848,12.120691,8.778480
182,12.125000,1.831759,16.179892,16.179892
183,11.750000,1.694895,15.787381,15.787381
184,8.125000,2.435512,2.203266,2.203266
185,7.906250,2.087207,2.479203,2.479203
186,13.312500,1.511527,1.462838,1.462838
187,13.312500,1.480889,1.188095,1.188095
188,12.500000,1.497864,18.945011,15.946648
189,12.187500,1.609300,18.978828,16.021729
190,8.437500,1.867841,2.417743,2.417743
191,8.250000,1.950561,2.212695,2.212695
192,14.000000,0.791714,13.180546,10.030890
193,14.625000,0.801315,13.116137,10.035250
194,14.125000,1.716937,20.056980,16.742277
195,14.125000,1.712164,20.288269,16.973566
196,13.875000,1.769587,9.466095,9.466095
197,13.562500,-0.478371,9.459557,9.459557
198,11.375000,1.688940,15.288237,15.288237
199,10.750000,1.630049,14.642523,14.642523
