td_target,nstep_return,run_0
27.29564,7.269879,42.25
15.221447,15.221447,43.5
14.393665,14.393665,43.5
14.579574,14.579574,42.5
14.16372,14.16372,42.75
34.709084,14.463256,42.0
34.84189,14.596063,42.0
33.155037,12.579116,42.75
33.468742,12.782787,42.75
9.17076,9.17076,42.0
8.618435,8.618435,41.75
35.472683,14.896761,42.5
35.446938,14.760983,42.5
7.0585184,7.0585184,42.5
6.541958,6.541958,42.5
27.138626,7.2228956,42.25
27.23765,7.211888,42.25
13.512663,13.512663,43.5
12.529994,12.529994,43.5
13.681043,13.681043,42.75
13.098501,13.098501,42.75
35.009224,14.763398,42.0
35.540684,15.294857,42.0
33.75409,13.178165,42.75
34.101913,13.636024,42.5
7.998881,7.998881,41.75
6.502645,6.502645,41.75
35.17247,14.59655,42.75
35.023293,14.44737,42.5
6.009154,6.009154,42.5
5.4055142,5.4055142,42.5
27.20801,7.182247,42.5
27.185633,7.15987,42.5
11.4409,11.4409,43.5
10.252211,10.252211,43.5
12.50867,12.50867,42.75
11.873164,11.873164,42.5
36.168514,15.812657,42.0
36.764946,16.409088,42.25
34.657463,14.191574,42.5
35.146706,14.680816,42.5
4.8869195,4.8869195,41.75
3.0543566,3.0543566,41.75
34.983715,14.297762,42.25
34.9185,14.122515,42.5
4.8434668,4.8434668,42.75
3.9309254,3.9309254,42.5
27.242277,7.2165146,42.25
27.33137,7.1955757,42.5
8.968094,8.968094,43.5
7.0519743,7.0519743,43.5
11.173375,11.173375,42.25
10.4094,10.4094,42.75
17.414194,17.414194,42.25
17.032831,17.032831,42.25
35.5123,15.046408,42.5
35.88749,15.4216,42.5
2.604972,2.604972,41.75
2.2458353,2.2458353,41.75
34.54107,13.965145,42.75
34.325394,13.749471,42.5
3.0501726,3.0501726,42.75
1.8265978,1.8265978,42.75
27.291477,7.2657137,42.75
27.390364,7.2545695,42.75
5.0262833,5.0262833,43.25
2.9478793,2.9478793,43.25
9.535817,9.535817,42.75
8.55027,8.55027,42.5
16.495047,16.495047,42.25
15.858034,15.858034,42.25
36.208908,15.743018,42.5
36.561974,16.096083,42.5
1.7046593,1.7046593,41.75
1.4735829,1.4735829,41.5
34.103302,13.527381,42.25
33.816612,13.240692,42.5
1.8611714,1.8611714,42.5
1.6708375,1.6708375,42.25
27.414303,7.27851,43.0
27.293556,7.267794,43.0
2.6276748,2.6276748,43.25
2.5115917,2.5115917,43.0
7.510837,7.510837,42.75
5.9539175,5.9539175,42.75
15.186713,15.186713,42.25
14.439533,14.439533,42.25
36.77981,16.313923,42.5
37.076286,16.500366,42.5
1.4887366,1.4887366,41.75
1.5391953,1.5391953,41.5
33.545845,12.969924,42.5
33.738205,13.162282,42.5
1.7104881,1.7104881,42.5
1.8517348,1.8517348,42.5
30.056698,10.030934,43.0
31.39605,11.370287,43.0
2.3524387,2.3524387,43.0
1.9853806,1.9853806,43.0
4.2240705,4.2240705,42.75
2.440687,2.440687,42.75
13.711373,13.711373,42.5
12.975015,12.975015,42.5
37.290173,16.71425,42.5
37.431652,16.85573,42.5
